1,0,0,15:03:02
2,0,0,15:07:15
3,2,2,15:11:40
4,2,2,15:16:04
5,1,1,15:20:22
6,1,1,15:24:31
7,1,1,15:28:49
8,0,0,15:33:02
9,1,1,15:36:53
10,2,2,15:41:12
11,1,1,15:45:14
12,1,1,15:49:21
13,2,2,15:53:48
14,2,2,15:58:01
15,2,2,16:01:52
16,0,0,16:06:02
17,1,1,16:10:02
18,2,2,16:14:27
19,1,1,16:18:37
20,0,0,16:22:47
21,1,1,16:27:16
22,5,5,16:31:56
23,0,0,16:36:09
24,1,1,16:40:19
25,0,0,16:44:37
26,2,2,16:49:01
27,0,0,16:53:26
28,0,0,16:57:49
29,1,1,17:02:03
30,1,1,17:06:14
31,1,1,17:10:29
32,1,1,17:14:35
33,3,3,17:18:51
34,1,1,17:23:05
35,2,2,17:27:09
36,0,0,17:31:22
37,1,1,17:35:48
38,1,1,17:39:44
39,1,1,17:44:03
40,2,2,17:48:24
41,0,0,17:52:37
42,0,0,17:56:35
43,2,2,18:00:59
44,0,0,18:04:57
45,0,0,18:09:07
46,0,0,18:13:18
47,1,1,18:17:33
48,3,3,18:21:39
49,2,2,18:26:15
50,1,1,18:30:35
51,1,1,18:34:47
52,3,3,18:39:38
53,3,3,18:44:10
54,2,2,18:48:30
55,1,1,18:52:57
56,2,2,18:57:31
57,0,0,19:01:54
58,3,3,19:06:29
59,0,0,19:10:32
60,4,4,19:15:20
61,2,2,19:20:08
62,1,1,19:24:17
63,2,2,19:28:42
64,0,0,19:33:03
65,1,1,19:37:01
66,2,2,19:41:18
67,4,4,19:46:10
68,1,1,19:50:40
69,0,0,19:54:53
70,0,0,19:59:18
71,1,1,20:03:34
72,1,1,20:08:06
73,2,2,20:12:27
74,1,1,20:17:01
75,0,0,20:21:29
76,2,2,20:25:52
77,2,2,20:30:16
78,1,1,20:34:29
79,2,2,20:38:59
80,4,4,20:43:28
81,1,1,20:48:07
82,1,1,20:52:44
83,3,3,20:57:09
84,2,2,21:01:43
85,1,1,21:06:05
86,1,1,21:10:08
87,2,2,21:14:10
88,2,2,21:18:17
89,1,1,21:23:02
90,3,3,21:27:21
91,2,2,21:31:45
92,2,2,21:36:22
93,1,1,21:40:55
94,1,1,21:45:05
95,0,0,21:49:29
96,0,0,21:53:10
97,2,2,21:57:34
98,4,4,22:02:01
99,2,2,22:06:14
100,2,2,22:10:36
101,2,2,22:15:24
102,3,3,22:19:55
103,2,2,22:24:12
104,2,2,22:28:43
105,0,0,22:32:48
106,2,2,22:37:08
107,1,1,22:41:09
108,0,0,22:45:22
109,3,3,22:49:39
110,4,4,22:54:20
111,4,4,22:59:09
112,1,1,23:03:02
113,2,2,23:07:18
114,1,1,23:11:26
115,1,1,23:15:45
116,2,2,23:19:18
117,2,2,23:23:48
118,6,6,23:28:36
119,2,2,23:32:52
120,1,1,23:36:53
121,4,4,23:41:16
122,2,2,23:45:06
123,4,4,23:49:42
124,4,4,23:53:50
125,2,2,23:57:53
126,2,2,00:02:08
127,0,0,00:05:51
128,2,2,00:09:59
129,2,2,00:14:01
130,1,1,00:18:14
131,2,2,00:22:03
132,2,2,00:26:08
133,0,0,00:30:09
134,4,4,00:34:36
135,3,3,00:39:31
136,2,2,00:43:22
137,4,4,00:47:45
138,2,2,00:51:36
139,4,4,00:55:45
140,3,3,00:59:31
141,0,0,01:03:25
142,6,6,01:07:51
143,1,1,01:12:04
144,2,2,01:16:25
145,3,3,01:20:39
146,3,3,01:24:56
147,2,2,01:28:52
148,1,1,01:32:46
149,5,5,01:37:34
150,1,1,01:41:20
151,5,5,01:45:15
152,2,2,01:49:10
153,2,2,01:53:37
154,3,3,01:58:10
155,4,4,02:01:40
156,1,1,02:06:15
157,4,4,02:10:34
158,1,1,02:14:23
159,4,4,02:18:42
160,6,6,02:23:19
161,4,4,02:27:41
162,3,3,02:32:01
163,1,1,02:36:05
164,6,6,02:40:17
165,2,2,02:44:28
166,2,2,02:48:09
167,1,1,02:52:07
168,6,6,02:56:47
169,3,3,03:01:12
170,2,2,03:05:30
171,2,2,03:09:02
172,2,2,03:13:18
173,6,6,03:18:24
174,5,5,03:22:47
175,4,4,03:26:41
176,3,3,03:30:59
177,8,8,03:36:30
178,3,3,03:40:55
179,3,3,03:45:08
180,6,6,03:50:07
181,3,3,04:01:41
182,0,0,04:03:09
183,2,2,04:04:38
184,3,3,04:05:56
185,0,0,04:07:19
186,4,4,04:08:50
187,2,2,04:10:22
188,3,3,04:11:47
189,1,1,04:13:14
190,3,3,04:14:46
191,1,1,04:16:09
192,1,1,04:17:31
193,2,2,04:19:01
194,5,5,04:20:41
195,2,2,04:22:12
196,2,2,04:23:44
197,3,3,04:25:19
198,1,1,04:26:54
199,3,3,04:28:31
200,2,2,04:30:06
201,1,1,04:31:40
202,4,4,04:33:16
203,2,2,04:34:51
204,4,4,04:36:29
205,2,2,04:38:00
206,0,0,04:39:33
207,3,3,04:41:10
208,3,3,04:42:48
209,2,2,04:44:19
210,4,4,04:45:58
211,1,1,04:47:27
212,2,2,04:49:02
213,1,1,04:50:33
214,1,1,04:52:06
215,0,0,04:53:36
216,2,2,04:55:12
217,4,4,04:56:46
218,4,4,04:58:13
219,2,2,04:59:42
220,2,2,05:01:11
221,6,6,05:02:53
222,4,4,05:04:32
223,1,1,05:06:06
224,2,2,05:07:37
225,1,1,05:09:07
226,2,2,05:10:41
227,2,2,05:12:15
228,4,4,05:13:49
229,0,0,05:15:21
230,2,2,05:16:57
231,2,2,05:18:33
232,1,1,05:20:07
233,3,3,05:21:31
234,1,1,05:22:58
235,6,6,05:24:41
